customer_id,customer_name,email,gender,age,city,state,signup_date,customer_segment,acquisition_channel,preferred_channel,total_orders,total_spend,last_purchase_date,customer_tenure_days,days_since_last_purchase,average_order_value,customer_activity,spend_category
CUST1054,Aditi Kumar,customer54@example.com,Male,57,Kolkata,West Bengal,2024-09-16 07:02:51,Regular,Referral,Marketplace,6,35202.8,2025-04-02 03:37:37,713,515,5867.13,Inactive,High
CUST1457,Riya Roy,customer457@example.com,Female,57,Lucknow,Uttar Pradesh,2025-05-17 21:05:53,Regular,Organic Search,Website,8,9113.41,2026-04-17 00:47:48,470,135,1139.18,At Risk,Medium
CUST1461,Neha Reddy,customer461@example.com,Male,57,Jaipur,Rajasthan,2025-04-12 06:31:16,Regular,Direct,Mobile App,9,1572.2,2026-01-19 00:09:03,505,223,174.69,Inactive,Low
CUST1653,Arjun Kapoor,customer653@example.com,Male,60,Lucknow,Uttar Pradesh,2025-04-16 02:28:02,Premium,Organic Search,Store,6,18878.73,2026-01-14 06:39:00,501,228,3146.46,Inactive,High
CUST1436,Neha Nair,customer436@example.com,Male,56,Delhi,Delhi,2025-04-27 19:47:36,Regular,Social Media,Mobile App,9,8672.75,2025-06-17 21:34:14,490,439,963.64,Inactive,Medium
CUST1564,Arjun Kumar,customer564@example.com,Female,39,Chennai,Tamil Nadu,2024-01-28 06:24:54,Regular,Paid Ads,Website,7,10398.51,2026-04-29 19:19:03,945,123,1485.5,At Risk,Medium
CUST1442,Riya Sharma,customer442@example.com,Male,36,Bengaluru,Karnataka,2023-08-14 08:35:11,Regular,Social Media,Store,5,4665.01,2026-06-14 21:25:16,1112,77,933.0,Active,Low
CUST1118,Aditi Chauhan,customer118@example.com,Unknown,46,Gurugram,Haryana,2025-04-11 09:06:44,Premium,Paid Ads,Store,12,5964.35,2025-05-06 08:32:49,506,481,497.03,Inactive,Medium
CUST1446,Ananya Reddy,customer446@example.com,Female,51,Pune,Maharashtra,2023-03-02 19:30:30,Premium,Organic Search,Website,9,26469.28,2025-02-22 15:52:59,1277,554,2941.03,Inactive,High
CUST1648,Rahul Sharma,customer648@example.com,Male,25,Delhi,Delhi,2024-12-09 18:31:45,Premium,Organic Search,Store,5,27211.54,2025-05-09 16:02:20,629,478,5442.31,Inactive,High
CUST1807,Sneha Saxena,customer807@example.com,Female,47,Kolkata,West Bengal,2025-12-08 11:34:21,Regular,Direct,Store,7,4624.8,2025-12-08 11:34:21,265,265,660.69,Inactive,Low
CUST1760,Ankit Sharma,customer760@example.com,Male,37,Lucknow,Uttar Pradesh,2024-07-04 21:10:01,Premium,Referral,Mobile App,7,6346.6,2025-04-27 01:16:28,787,490,906.66,Inactive,Medium
CUST1458,Aman Shah,customer458@example.com,Male,25,Mumbai,Maharashtra,2025-03-11 21:48:16,Premium,Organic Search,Store,6,4903.84,2025-11-01 01:49:42,537,302,817.31,Inactive,Low
CUST1265,Rahul Roy,customer265@example.com,Male,45,Pune,Maharashtra,2024-07-02 07:47:27,Regular,Email Campaign,Mobile App,6,12162.89,2026-08-03 08:14:53,789,27,2027.15,Active,Medium
CUST1900,Neha Reddy,customer900@example.com,Male,45,Jaipur,Rajasthan,2025-02-07 11:07:45,Regular,Organic Search,Store,4,7789.82,2025-12-17 16:41:25,569,256,1947.46,Inactive,Medium
CUST1889,Arjun Mehta,customer889@example.com,Male,23,Chennai,Tamil Nadu,2024-01-24 06:54:31,Regular,Social Media,Website,5,19296.71,2026-01-25 01:08:21,949,217,3859.34,Inactive,High
CUST1615,Aarav Roy,customer615@example.com,Male,56,Delhi,Delhi,2025-09-10 19:09:40,Regular,Direct,Mobile App,4,12518.57,2026-05-30 21:12:01,354,92,3129.64,At Risk,Medium
CUST1262,Priya Nair,customer262@example.com,Female,37,Mumbai,Maharashtra,2025-03-18 11:11:26,Regular,Referral,Mobile App,6,8683.69,2025-03-18 11:11:26,530,530,1447.28,Inactive,Medium
CUST1070,Ananya Roy,customer70@example.com,Female,53,Noida,Uttar Pradesh,2025-12-05 09:15:31,Regular,Referral,Store,7,10268.54,2026-02-18 15:17:29,268,193,1466.93,Inactive,Medium
CUST1030,Sneha Malhotra,customer30@example.com,Male,26,Delhi,Delhi,2023-11-08 01:27:17,VIP,Email Campaign,Store,8,8331.12,2026-08-07 12:37:13,1026,23,1041.39,Active,Medium
CUST1757,Vikram Kapoor,customer757@example.com,Male,20,Chandigarh,Chandigarh,2023-11-27 18:00:55,Regular,Email Campaign,Website,9,8627.81,2025-05-02 08:58:49,1007,485,958.65,Inactive,Medium
CUST1230,Arjun Joshi,customer230@example.com,Female,19,Jaipur,Rajasthan,2023-12-09 16:57:45,Regular,Social Media,Marketplace,4,4589.83,2025-03-22 13:23:39,995,526,1147.46,Inactive,Low
CUST1497,Isha Malhotra,customer497@example.com,Female,48,Lucknow,Uttar Pradesh,2025-05-29 05:07:41,Regular,Social Media,Website,8,17157.2,2025-11-06 11:58:47,458,297,2144.65,Inactive,High
CUST1778,Aditi Chauhan,customer778@example.com,Male,45,Ahmedabad,Gujarat,2024-02-11 17:39:34,VIP,Organic Search,Website,6,29969.01,2026-03-11 10:35:11,931,172,4994.84,At Risk,High
CUST1443,Vivaan Sharma,customer443@example.com,Female,28,Mumbai,Maharashtra,2025-09-18 08:59:33,Regular,Organic Search,Marketplace,6,4706.3,2025-09-18 08:59:33,346,346,784.38,Inactive,Low
CUST1327,Aditya Mehta,customer327@example.com,Female,36,Noida,Uttar Pradesh,2025-10-05 09:52:01,Regular,Referral,Website,4,9133.73,2025-12-26 17:49:42,329,247,2283.43,Inactive,Medium
CUST1837,Isha Kumar,customer837@example.com,Male,55,Ahmedabad,Gujarat,2025-03-30 02:36:01,Regular,Social Media,Website,2,5369.01,2026-08-22 08:10:00,518,8,2684.5,Active,Medium
CUST1691,Sneha Gupta,customer691@example.com,Male,21,Kolkata,West Bengal,2024-09-09 12:58:14,Regular,Referral,Website,9,14678.8,2025-10-04 09:16:51,720,330,1630.98,Inactive,Medium
CUST1858,Priya Mehta,customer858@example.com,Female,37,Jaipur,Rajasthan,2023-06-27 21:57:48,Regular,Email Campaign,Marketplace,8,13622.85,2025-12-15 02:53:45,1160,258,1702.86,Inactive,Medium
CUST1909,Isha Gupta,customer909@example.com,Female,48,Ahmedabad,Gujarat,2025-08-06 12:32:10,VIP,Referral,Marketplace,5,11894.79,2026-01-23 17:26:37,389,219,2378.96,Inactive,Medium
CUST1332,Vikram Singh,customer332@example.com,Male,60,Delhi,Delhi,2024-02-13 02:49:22,Premium,Social Media,Mobile App,4,4475.92,2026-03-01 01:58:34,929,182,1118.98,Inactive,Low
CUST1563,Ankit Das,customer563@example.com,Female,33,Kolkata,West Bengal,2024-12-25 03:17:40,Regular,Paid Ads,Marketplace,7,17162.04,2026-06-07 12:23:20,613,84,2451.72,Active,High
CUST1159,Ankit Mishra,customer159@example.com,Male,37,Bengaluru,Karnataka,2023-04-20 08:46:08,Regular,Social Media,Marketplace,10,4701.55,2025-04-20 06:26:14,1228,497,470.16,Inactive,Low
CUST1425,Aditi Verma,customer425@example.com,Female,52,Bengaluru,Karnataka,2024-05-02 06:51:57,Regular,Social Media,Website,10,1631.17,2025-03-29 16:44:04,850,519,163.12,Inactive,Low
CUST1602,Isha Chauhan,customer602@example.com,Female,25,Hyderabad,Telangana,2025-10-22 00:36:23,Premium,Organic Search,Store,10,4053.68,2025-10-22 00:36:23,312,312,405.37,Inactive,Low
CUST1488,Rohan Patel,customer488@example.com,Female,22,Bengaluru,Karnataka,2025-10-23 12:25:08,Regular,Direct,Website,8,10987.33,2025-10-23 12:25:08,311,311,1373.42,Inactive,Medium
CUST1317,Neha Mehta,customer317@example.com,Female,53,Dehradun,Uttarakhand,2024-02-04 21:18:45,Regular,Direct,Website,8,6769.87,2026-06-23 03:55:46,938,68,846.23,Active,Medium
CUST1263,Rohan Kumar,customer263@example.com,Female,29,Mumbai,Maharashtra,2024-07-11 17:52:13,Regular,Organic Search,Marketplace,3,8589.99,2025-02-24 06:11:41,780,552,2863.33,Inactive,Medium
CUST1099,Rahul Malhotra,customer99@example.com,Male,30,Jaipur,Rajasthan,2024-07-12 22:19:18,Premium,Direct,Marketplace,6,7095.23,2026-07-07 07:00:34,779,54,1182.54,Active,Medium
CUST1660,Vivaan Roy,customer660@example.com,Other,34,Hyderabad,Telangana,2025-04-30 23:52:59,Premium,Organic Search,Store,6,8933.18,2025-05-19 14:53:57,487,468,1488.86,Inactive,Medium
CUST1599,Simran Kumar,customer599@example.com,Female,25,Chennai,Tamil Nadu,2024-12-24 00:00:18,Regular,Organic Search,Store,5,7965.25,2026-05-22 10:05:43,614,100,1593.05,At Risk,Medium
CUST1843,Aditi Mishra,customer843@example.com,Female,25,Chennai,Tamil Nadu,2024-09-10 22:58:11,Premium,Paid Ads,Marketplace,5,5101.0,2026-04-06 18:42:38,719,146,1020.2,At Risk,Medium
CUST1951,Rahul Shah,customer951@example.com,Female,34,Unknown,Maharashtra,2023-07-06 19:05:53,VIP,Organic Search,Website,8,15589.48,2025-12-01 01:35:28,1151,272,1948.68,Inactive,High
CUST1059,Neha Joshi,customer59@example.com,Female,35,Hyderabad,Telangana,2025-08-27 06:22:05,Premium,Referral,Marketplace,8,14692.83,2026-03-24 21:49:32,368,159,1836.6,At Risk,Medium
CUST1679,Aarav Yadav,customer679@example.com,Female,57,Delhi,Delhi,2025-11-24 14:52:49,Regular,Direct,Mobile App,6,6453.66,2026-06-19 13:48:51,279,72,1075.61,Active,Medium
CUST1923,Vivaan Sharma,customer923@example.com,Male,22,Noida,Uttar Pradesh,2024-07-12 06:53:31,Regular,Direct,Store,5,9958.79,2026-08-28 15:16:12,779,2,1991.76,Active,Medium
CUST1768,Simran Gupta,customer768@example.com,Female,38,Chennai,Tamil Nadu,2023-09-01 03:07:24,Regular,Paid Ads,Marketplace,8,7169.45,2026-07-31 11:51:37,1094,30,896.18,Active,Medium
CUST1791,Ankit Joshi,customer791@example.com,Female,55,Lucknow,Uttar Pradesh,2023-08-06 12:45:44,Regular,Direct,Mobile App,4,6900.03,2026-02-20 11:11:58,1120,191,1725.01,Inactive,Medium
CUST1252,Kavya Kapoor,customer252@example.com,Male,56,Kolkata,West Bengal,2023-02-25 06:46:55,Regular,Paid Ads,Store,4,10666.66,2025-01-06 12:33:30,1282,601,2666.66,Inactive,Medium
CUST1041,Kavya Patel,customer41@example.com,Female,40,Noida,Uttar Pradesh,2025-08-18 13:21:43,Regular,Social Media,Unknown,3,10224.98,2026-05-13 12:20:47,377,109,3408.33,At Risk,Medium
CUST1116,Karan Nair,customer116@example.com,Male,20,Gurugram,Haryana,2025-08-12 11:37:33,Regular,Social Media,Website,3,4512.55,2026-03-30 22:56:56,383,153,1504.18,At Risk,Low
CUST1579,Aditya Shah,customer579@example.com,Female,42,Delhi,Delhi,2023-11-19 17:28:36,VIP,Paid Ads,Marketplace,9,4637.39,2026-06-16 17:05:46,1015,75,515.27,Active,Low
CUST1016,Simran Nair,customer16@example.com,Female,42,Hyderabad,Telangana,2025-06-08 13:41:37,Regular,Social Media,Website,7,6456.29,2026-07-18 14:33:34,448,43,922.33,Active,Medium
CUST1554,Aarav Sharma,customer554@example.com,Female,49,Mumbai,Maharashtra,2024-04-09 22:25:52,Regular,Email Campaign,Marketplace,4,12600.42,2025-06-01 16:28:33,873,455,3150.1,Inactive,Medium
CUST1745,Aarav Kapoor,customer745@example.com,Female,51,Dehradun,Uttarakhand,2024-08-26 11:01:42,Regular,Direct,Mobile App,9,5906.69,2025-04-04 06:53:20,734,513,656.3,Inactive,Medium
CUST1860,Pooja Kapoor,customer860@example.com,Male,23,Noida,Uttar Pradesh,2025-05-03 10:09:48,Premium,Paid Ads,Store,7,10011.16,2026-01-18 16:43:54,484,224,1430.17,Inactive,Medium
CUST1939,Aman Bansal,customer939@example.com,Female,32,Chandigarh,Chandigarh,2025-04-19 22:44:34,Premium,Email Campaign,Mobile App,6,6959.46,2026-06-23 07:16:56,498,68,1159.91,Active,Medium
CUST1259,Karan Singh,customer259@example.com,Female,41,Delhi,Delhi,2024-03-09 01:20:39,Regular,Social Media,Website,4,5559.41,2025-08-20 08:27:20,904,375,1389.85,Inactive,Medium
CUST1085,Aman Kumar,customer85@example.com,Male,50,Pune,Maharashtra,2025-01-17 21:20:17,Premium,Email Campaign,Website,3,14289.94,2025-10-04 10:08:26,590,330,4763.31,Inactive,Medium
CUST1266,Kavya Bansal,customer266@example.com,Female,25,Kolkata,West Bengal,2024-03-13 17:57:00,Regular,Direct,Store,5,1922.88,2025-04-30 12:30:11,900,487,384.58,Inactive,Low
CUST1797,Vikram Chauhan,customer797@example.com,Male,57,Gurugram,Haryana,2025-06-21 16:51:02,Premium,Paid Ads,Marketplace,6,7339.11,2026-06-28 00:41:15,435,63,1223.18,Active,Medium
CUST1142,Ananya Shah,customer142@example.com,Male,47,Noida,Uttar Pradesh,2025-11-21 16:04:17,Premium,Social Media,Mobile App,4,10539.25,2025-11-26 04:37:37,282,277,2634.81,Inactive,Medium
CUST1176,Ananya Nair,customer176@example.com,Male,19,Gurugram,Haryana,2024-08-11 00:59:55,Premium,Social Media,Marketplace,7,19939.81,2025-05-25 04:33:17,749,462,2848.54,Inactive,High
CUST1913,Simran Roy,customer913@example.com,Male,25,Delhi,Delhi,2024-10-31 19:56:02,Regular,Referral,Store,8,6858.86,2026-03-01 06:15:38,668,182,857.36,Inactive,Medium
CUST1604,Pooja Mishra,customer604@example.com,Male,43,Lucknow,Uttar Pradesh,2025-10-07 10:41:23,Regular,Referral,Marketplace,9,20174.79,2025-10-07 10:41:23,327,327,2241.64,Inactive,High
CUST1180,Riya Sharma,customer180@example.com,Female,51,Hyderabad,Telangana,2023-11-16 13:14:29,Regular,Social Media,Website,4,9779.97,2025-03-04 03:21:46,1018,544,2444.99,Inactive,Medium
CUST1454,Rohan Joshi,customer454@example.com,Female,37,Kolkata,West Bengal,2024-09-11 21:59:20,Regular,Referral,Website,4,3539.03,2026-07-16 22:38:18,718,45,884.76,Active,Low
CUST1976,Vivaan Gupta,customer976@example.com,Female,35,Chandigarh,Chandigarh,2024-02-12 04:07:11,Premium,Referral,Store,10,9696.98,2025-05-11 16:23:49,930,476,969.7,Inactive,Medium
CUST1894,Aditya Malhotra,customer894@example.com,Female,57,Chandigarh,Chandigarh,2024-07-15 03:21:40,Regular,Email Campaign,Website,4,15160.57,2026-08-28 14:09:06,776,2,3790.14,Active,High
CUST1088,Kavya Joshi,customer88@example.com,Male,20,Hyderabad,Telangana,2025-04-20 15:05:16,Regular,Referral,Website,9,4362.24,2026-05-05 21:46:18,497,117,484.69,At Risk,Low
CUST1481,Arjun Roy,customer481@example.com,Female,40,Gurugram,Haryana,2023-03-29 21:57:33,Regular,Paid Ads,Marketplace,5,8279.61,2025-03-24 21:42:30,1250,524,1655.92,Inactive,Medium
CUST1257,Aarav Das,customer257@example.com,Female,40,Delhi,Delhi,2023-10-05 14:40:03,Premium,Email Campaign,Mobile App,8,19022.76,2026-08-15 21:25:12,1060,15,2377.84,Active,High
CUST1598,Arjun Kapoor,customer598@example.com,Female,41,Pune,Maharashtra,2025-01-11 10:39:24,VIP,Organic Search,Website,5,10960.21,2026-08-03 10:49:59,596,27,2192.04,Active,Medium
CUST1388,Riya Malhotra,customer388@example.com,Male,57,Noida,Uttar Pradesh,2025-03-04 15:36:42,Regular,Organic Search,Marketplace,6,14806.27,2026-08-23 17:14:40,544,7,2467.71,Active,Medium
CUST1364,Arjun Mehta,customer364@example.com,Female,40,Bengaluru,Karnataka,2024-08-06 06:31:02,Premium,Social Media,Mobile App,7,14040.43,2026-04-16 06:10:01,754,136,2005.78,At Risk,Medium
CUST1450,Sneha Kumar,customer450@example.com,Female,27,Chandigarh,Chandigarh,2024-05-29 18:30:40,Regular,Direct,Marketplace,12,4737.69,2026-04-15 16:55:07,823,137,394.81,At Risk,Low
CUST1910,Riya Gupta,customer910@example.com,Male,26,Pune,Maharashtra,2025-10-02 01:42:13,Regular,Direct,Mobile App,6,10795.28,2026-01-12 02:02:43,332,230,1799.21,Inactive,Medium
CUST1771,Ananya Shah,customer771@example.com,Female,23,Jaipur,Rajasthan,2024-02-15 09:19:16,Regular,Social Media,Mobile App,7,11627.67,2025-08-04 16:20:59,927,391,1661.1,Inactive,Medium
CUST1368,Vikram Das,customer368@example.com,Female,27,Chandigarh,Chandigarh,2023-07-28 11:29:58,Regular,Social Media,Mobile App,3,4603.23,2025-05-07 20:41:35,1129,480,1534.41,Inactive,Low
CUST1213,Aditi Gupta,customer213@example.com,Male,59,Kolkata,West Bengal,2024-11-25 03:04:06,Regular,Paid Ads,Website,5,6542.79,2026-03-12 21:30:38,643,171,1308.56,At Risk,Medium
CUST1290,Neha Shah,customer290@example.com,Male,44,Pune,Maharashtra,2023-05-19 00:17:35,Regular,Email Campaign,Mobile App,8,22056.03,2025-01-25 23:48:32,1199,582,2757.0,Inactive,High
CUST1753,Pooja Saxena,customer753@example.com,Male,18,Delhi,Delhi,2024-07-16 10:11:50,Regular,Referral,Mobile App,8,8206.7,2025-01-08 05:10:26,775,599,1025.84,Inactive,Medium
CUST1470,Arjun Kapoor,customer470@example.com,Male,30,Lucknow,Uttar Pradesh,2023-03-15 13:23:41,Regular,Referral,Marketplace,3,8008.75,2026-08-11 11:24:16,1264,19,2669.58,Active,Medium
CUST1886,Arjun Patel,customer886@example.com,Male,49,Pune,Maharashtra,2024-08-30 04:42:46,Regular,Social Media,Store,7,5677.41,2025-05-17 03:20:24,730,470,811.06,Inactive,Medium
CUST1337,Ankit Verma,customer337@example.com,Male,37,Chennai,Tamil Nadu,2024-05-30 08:24:36,Regular,Social Media,Marketplace,5,18265.35,2025-08-21 06:41:26,822,374,3653.07,Inactive,High
CUST1557,Rahul Joshi,customer557@example.com,Female,45,Ahmedabad,Gujarat,2023-10-06 19:49:43,Regular,Direct,Marketplace,10,11932.37,2025-08-21 02:20:50,1059,374,1193.24,Inactive,Medium
CUST1990,Neha Yadav,customer990@example.com,Male,31,Bengaluru,Karnataka,2024-09-18 18:29:09,Regular,Direct,Marketplace,11,19971.09,2025-05-12 18:42:37,711,475,1815.55,Inactive,High
CUST1884,Vikram Gupta,customer884@example.com,Female,18,Bengaluru,Karnataka,2024-03-25 07:52:40,Premium,Email Campaign,Website,4,9478.93,2026-07-28 22:34:15,888,33,2369.73,Active,Medium
CUST1008,Neha Das,customer8@example.com,Female,21,Kolkata,West Bengal,2023-08-21 15:40:40,VIP,Email Campaign,Website,1,9261.69,2026-07-19 20:18:41,1105,42,9261.69,Active,Medium
CUST1741,Rahul Gupta,customer741@example.com,Female,52,Chennai,Tamil Nadu,2024-10-06 16:39:27,Regular,Email Campaign,Store,1,10787.7,2025-06-04 08:45:45,693,452,10787.7,Inactive,Medium
CUST1692,Aditi Mishra,customer692@example.com,Male,39,Gurugram,Haryana,2025-12-25 16:11:32,Premium,Organic Search,Store,1,3930.62,2025-12-25 16:11:32,248,248,3930.62,Inactive,Low
CUST1829,Vivaan Das,customer829@example.com,Female,52,Chennai,Tamil Nadu,2023-08-31 10:19:49,Regular,Email Campaign,Mobile App,9,18150.15,2025-10-22 16:39:45,1095,312,2016.68,Inactive,High
CUST1518,Aditi Das,customer518@example.com,Female,26,Chennai,Tamil Nadu,2025-10-12 19:03:51,Regular,Email Campaign,Marketplace,4,9006.92,2025-10-15 02:15:16,322,319,2251.73,Inactive,Medium
CUST1802,Aditi Roy,customer802@example.com,Male,56,Hyderabad,Telangana,2025-06-08 16:04:03,Premium,Organic Search,Website,6,4642.06,2025-07-10 09:15:27,448,416,773.68,Inactive,Low
CUST1144,Sneha Shah,customer144@example.com,Female,35,Ahmedabad,Gujarat,2024-03-29 02:52:07,Regular,Organic Search,Mobile App,9,6852.82,2025-11-19 16:24:59,884,284,761.42,Inactive,Medium
CUST1786,Aman Joshi,customer786@example.com,Male,42,Noida,Uttar Pradesh,2023-12-11 17:12:56,Premium,Referral,Website,3,6770.65,2025-04-21 01:06:17,993,496,2256.88,Inactive,Medium
CUST1560,Aarav Joshi,customer560@example.com,Male,45,Chennai,Tamil Nadu,2023-06-06 20:37:44,Regular,Paid Ads,Website,5,3543.69,2025-12-01 10:23:11,1181,272,708.74,Inactive,Low
CUST1360,Aman Sharma,customer360@example.com,Male,40,Chandigarh,Chandigarh,2025-04-16 09:47:02,Premium,Direct,Store,6,10113.26,2025-09-20 02:41:50,501,344,1685.54,Inactive,Medium
CUST1495,Arjun Yadav,customer495@example.com,Female,34,Bengaluru,Karnataka,2025-03-03 07:34:27,Regular,Referral,Mobile App,7,2336.17,2025-06-23 11:23:35,545,433,333.74,Inactive,Low
CUST1100,Aditya Gupta,customer100@example.com,Male,46,Chandigarh,Chandigarh,2025-05-14 07:40:34,Regular,Referral,Store,7,8918.56,2026-08-06 15:34:09,473,24,1274.08,Active,Medium
CUST1060,Aditya Nair,customer60@example.com,Male,47,Ahmedabad,Gujarat,2023-05-03 16:50:17,Regular,Email Campaign,Website,11,14916.93,2025-06-20 00:37:09,1215,436,1356.08,Inactive,Medium
CUST1946,Neha Nair,customer946@example.com,Male,23,Hyderabad,Telangana,2023-07-10 13:43:37,Premium,Referral,Mobile App,5,16066.91,2025-09-30 03:25:23,1147,334,3213.38,Inactive,High
CUST1012,Pooja Shah,customer12@example.com,Male,29,Dehradun,Uttarakhand,2024-02-09 17:35:06,Premium,Social Media,Mobile App,7,9081.66,2026-08-24 07:37:46,933,6,1297.38,Active,Medium
CUST1539,Rohan Reddy,customer539@example.com,Female,57,Lucknow,Uttar Pradesh,2023-10-23 20:49:56,Regular,Paid Ads,Website,11,27146.9,2025-01-04 11:11:59,1042,603,2467.9,Inactive,High
CUST1914,Ankit Sharma,customer914@example.com,Female,24,Gurugram,Haryana,2023-12-05 18:15:23,Regular,Direct,Marketplace,5,4693.87,2026-07-08 03:34:31,999,53,938.77,Active,Low
CUST1642,Neha Patel,customer642@example.com,Female,26,Mumbai,Maharashtra,2024-07-24 16:58:18,Regular,Organic Search,Marketplace,3,4425.7,2025-05-31 04:32:15,767,456,1475.23,Inactive,Low
CUST1075,Priya Chauhan,customer75@example.com,Female,28,Jaipur,Rajasthan,2024-05-20 02:27:38,Premium,Organic Search,Mobile App,6,4354.03,2026-01-16 04:01:28,832,226,725.67,Inactive,Low
CUST1549,Riya Bansal,customer549@example.com,Male,21,Chennai,Tamil Nadu,2024-02-02 01:33:45,Regular,Email Campaign,Store,8,5886.94,2025-08-27 12:04:04,940,368,735.87,Inactive,Medium
CUST1585,Rohan Roy,customer585@example.com,Female,39,Noida,Uttar Pradesh,2025-05-25 04:26:54,Regular,Social Media,Store,8,6896.84,2025-10-25 19:12:57,462,309,862.1,Inactive,Medium
CUST1087,Rahul Joshi,customer87@example.com,Male,36,Lucknow,Uttar Pradesh,2023-06-20 03:26:27,Regular,Paid Ads,Marketplace,11,3195.8,2025-07-19 16:59:12,1167,407,290.53,Inactive,Low
CUST1189,Simran Malhotra,customer189@example.com,Male,34,Gurugram,Haryana,2025-07-02 23:31:43,Regular,Referral,Store,2,2440.7,2025-09-13 21:26:10,424,351,1220.35,Inactive,Low
CUST1948,Neha Roy,customer948@example.com,Male,59,Delhi,Delhi,2025-12-14 11:16:40,Regular,Organic Search,Website,6,3328.17,2025-12-14 11:16:40,259,259,554.7,Inactive,Low
CUST1178,Ananya Yadav,customer178@example.com,Male,45,Kolkata,West Bengal,2024-12-25 14:35:06,Regular,Organic Search,Mobile App,6,7341.45,2025-10-16 13:45:10,613,318,1223.58,Inactive,Medium
CUST1638,Aditya Patel,customer638@example.com,Female,52,Gurugram,Haryana,2024-12-16 07:36:24,Regular,Social Media,Store,3,12497.17,2025-11-11 20:46:24,622,292,4165.72,Inactive,Medium
CUST1933,Kavya Patel,customer933@example.com,Other,46,Chennai,Tamil Nadu,2025-05-16 03:13:50,Regular,Social Media,Marketplace,5,11864.38,2026-07-22 20:41:36,471,39,2372.88,Active,Medium
CUST1191,Riya Patel,customer191@example.com,Female,54,Gurugram,Haryana,2023-08-30 07:24:43,Regular,Referral,Store,10,8856.19,2025-12-24 15:14:58,1096,249,885.62,Inactive,Medium
CUST1881,Isha Nair,customer881@example.com,Male,34,Gurugram,Haryana,2025-10-06 22:23:05,Regular,Paid Ads,Website,5,6074.82,2025-12-07 08:26:01,328,266,1214.96,Inactive,Medium
CUST1414,Sneha Roy,customer414@example.com,Male,47,Hyderabad,Telangana,2025-08-13 12:28:24,Regular,Email Campaign,Website,4,14369.91,2025-08-13 12:28:24,382,382,3592.48,Inactive,Medium
CUST1619,Sneha Mishra,customer619@example.com,Male,47,Jaipur,Rajasthan,2024-09-29 01:54:45,Regular,Organic Search,Marketplace,9,11911.37,2025-05-16 05:55:26,700,471,1323.49,Inactive,Medium
CUST1693,Priya Chauhan,customer693@example.com,Female,43,Kolkata,West Bengal,2025-06-19 21:17:41,Premium,Referral,Website,12,8279.93,2025-06-19 21:17:41,437,437,689.99,Inactive,Medium
CUST1246,Aditya Kumar,customer246@example.com,Male,30,Chandigarh,Chandigarh,2025-09-26 17:25:52,Premium,Organic Search,Marketplace,5,3725.76,2026-01-12 04:05:02,338,230,745.15,Inactive,Low
CUST1218,Kavya Mishra,customer218@example.com,Female,57,Delhi,Delhi,2023-10-01 15:09:23,Regular,Email Campaign,Marketplace,7,6716.39,2025-11-30 04:48:38,1064,273,959.48,Inactive,Medium
CUST1605,Arjun Saxena,customer605@example.com,Female,30,Bengaluru,Karnataka,2023-10-10 14:20:30,Regular,Organic Search,Mobile App,6,16419.94,2025-07-10 02:24:42,1055,416,2736.66,Inactive,High
CUST1887,Karan Saxena,customer887@example.com,Female,53,Mumbai,Maharashtra,2023-01-05 20:56:33,Premium,Social Media,Marketplace,10,9915.1,2025-03-16 06:01:07,1333,532,991.51,Inactive,Medium
CUST1402,Vivaan Chauhan,customer402@example.com,Male,53,Dehradun,Uttarakhand,2025-04-01 13:51:20,Regular,Direct,Store,6,12780.17,2025-09-12 09:45:57,516,352,2130.03,Inactive,Medium
CUST1716,Arjun Kapoor,customer716@example.com,Female,44,Noida,Uttar Pradesh,2025-01-15 00:37:53,Regular,Direct,Marketplace,9,5797.25,2026-08-27 06:40:47,592,3,644.14,Active,Medium
CUST1409,Rahul Singh,customer409@example.com,Male,37,Delhi,Delhi,2025-11-06 19:04:42,Premium,Referral,Website,8,12004.22,2025-12-01 15:57:40,297,272,1500.53,Inactive,Medium
CUST1283,Aditi Patel,customer283@example.com,Female,55,Delhi,Delhi,2023-01-02 12:38:56,Regular,Organic Search,Website,3,6063.77,2025-05-18 18:02:17,1336,469,2021.26,Inactive,Medium
CUST1281,Pooja Shah,customer281@example.com,Other,57,Jaipur,Rajasthan,2025-05-21 13:31:57,Regular,Social Media,Marketplace,9,13051.8,2025-10-03 08:11:02,466,331,1450.2,Inactive,Medium
CUST1232,Kavya Gupta,customer232@example.com,Female,43,Ahmedabad,Gujarat,2023-12-23 00:36:33,Regular,Email Campaign,Marketplace,5,3106.46,2026-08-09 02:24:10,981,21,621.29,Active,Low
CUST1847,Rohan Malhotra,customer847@example.com,Male,48,Kolkata,West Bengal,2024-09-02 16:19:37,Regular,Email Campaign,Website,8,2913.85,2026-01-20 17:30:55,727,222,364.23,Inactive,Low
CUST1474,Simran Gupta,customer474@example.com,Male,43,Jaipur,Rajasthan,2023-03-28 00:59:40,Regular,Paid Ads,Mobile App,7,20959.09,2025-12-15 21:23:25,1251,258,2994.16,Inactive,High
CUST1222,Ankit Shah,customer222@example.com,Male,47,Chandigarh,Chandigarh,2024-01-12 12:42:06,Premium,Organic Search,Mobile App,2,10629.37,2026-06-10 19:00:04,961,81,5314.68,Active,Medium
